country,sahoStatusEHA,dayNum,BXKLTDINVWDGDZS,BXTRFPWKRCDDT,CMMKTLCAPGDZS,DTODAODATGNZS,DTTDSDECTEXZS,EGEGYPRIMPPKD,EGELCACCSRUZS,ENATMPM25MCM3,FBCBKBRCHP5,ICREGDURS,ICTAXTOTLCPZS,IPJRNARTCSC,ISAIRPSGR,ITCELSETSP2,ITNETUSERZS,MSMILTOTLP1,MSMILXPNDGDZS,NEEXPGNFSZS,NEIMPGNFSZS,NVAGREMPLKD,NYGDPMKTPKDZG,NYGDPTOTLRTZS,NYGNPPCAPCD,SEPRMCMPTZS,SEXPDTOTLGDZS,SGGENPARLZS,SHDYNMORT,SHHIVINCDZS,SHSTASMSSZS,SIPOVDDAY,SIPOVGINI,SIPOVNAHC,SISPRPCAP,SLGDPPCAPEMKD,SLTLFCACTFMZS,SLTLFCACTZS,SMPOPREFG,SPPOPGROW,STINTRCPTXPZS,TGVALTOTLGDZS,TTPRIMRCHXDWD,WespEconType,WespFuelExp,WespHvyIndbt,WespIncomeCat,WespLandLckdDev,WespLstDev,WespRegion,WespSmlsDev,allhouse,armedConflict,casesMD,christCountry,christPct,ciaAirports,ciaArea,ciaBirthRate,ciaBroadbandFixedSubs,ciaBudgetSurplusDeficit,ciaCarbDioxEmsCons,ciaChildUnder5Underwt,ciaCrudeOilExports,ciaCrudeOilImports,ciaCrudeOilProduction,ciaCrudeOilProvedReserves,ciaCurrentAcctBalance,ciaDeathRate,ciaDebtExternal,ciaEducationExpenditures,ciaElectyConsump,ciaElectyExports,ciaElectyFossilFuels,ciaElectyHydroPlants,ciaElectyImports,ciaElectyInstallGenCap,ciaElectyNukeFuels,ciaElectyOthRenew,ciaElectyProduction,ciaExports,ciaFields,ciaGDPPerCapitaPPP,ciaGDPRealGrowthRate,ciaGrossNationalSaving,ciaHivAidsDeaths,ciaImports,ciaIndustProdGrowthRate,ciaInfantMortalityRate,ciaInflationRateConsPrices,ciaInternetUsers,ciaLaborForce,ciaLifeExpectancyAtBirth,ciaMaternalMortalityRate,ciaMedianAge,ciaMerchantMarine,ciaMilitaryExpends,ciaNatGasConsum,ciaNatGasExpts,ciaNatGasImpts,ciaNatGasProd,ciaNatGasProvResvs,ciaNetMigrationRate,ciaObesityAdultPrevRate,ciaPeopleWithHivAids,ciaPhonesFixed,ciaPhonesMobile,ciaPopGrowRate,ciaPopulation,ciaPublicDebt,ciaRailways,ciaRefPetrolProdExports,ciaRefPetrolProdsImports,ciaRefdPetrolProdsConsump,ciaRefinedPetrolProductsProd,ciaReservesForeignExchangeGold,ciaRoadways,ciaTaxesOtherRevenues,ciaTotalFertilityRate,ciaUnemploymentRate,ciaUnemploymentYouth1524,ciaWaterways,colLeg_n2,comDis,creditChegxin,creditDBRS,creditDagong,creditFitch,creditJCR,creditMoodys,creditSP,creditScope,cumCasesLag1,cumCasesLag1P100KC,cumDeathsLag1,cumDeathsLag1P100KC,deathsMD,ebolaCasesDum,ebolaCasesN,ecoeff,ecoleg,effect,eiec,elect2020,elect2020postponed,envMort,execnat,execrel,execrlc,exelec,firstCase,firstDeath,fraud,gdpPerCap,gdpPerCapLn,geoDiff,govEffInd,govHlthSpd,hapCorrupt,hapFreedom,hapGenerosity,hapLadder,hapSocSup,hlthRisks,hlthWork,idaEligible,ihr01,ihr02,ihr03,ihr04,ihr05,ihr06,ihr07,ihr08,ihr09,ihr10,ihr11,ihr12,ihr13,ihrTotal,inflation,kidMort,legelec,legit,liec,matMort,medDocsN,medDocsPC,military,muslimCountry,muslimPct,nNeighbors,netMigration,netOilProd,newCases,newDeaths,nonComDis,oppmajh,oppmajs,percent1,poleff,polity,polleg,popDen,population,prepStatus,prevAdopt,prtyin,regEff,regTypeFH_n,roadInj,seceff,secleg,sexHlth,sfi,soceff,socleg,state,subAbuse,svcCovInd,system,tempDiff66,tempDiffS,tempDiffSunfitted,tobCont,urbanPop,vacCov,yrcurnt,yrsoffc
Malawi,open,101,1.283768589,217457944.5,,18.82219299,8.696739281,4.084778354,10.44654331,23.56592147,3.371332235,37,34.5,231.21,7117,47.7811,13.7822,14700,0.885396813,31.00801491,35.59649468,769.2204307,4.369238991,6.224147676,380,80.34858704,4.714839935,22.91666667,41.6,3.71,,70.8,44.7,51.5,2.01,2589.875836,89.50827929,76.71800232,14087,2.640375193,3.866248431,0.0000489911,110.1184739,Developing,0,1,Low,1,1,sAfrica,0,0,none,0.066255778,1,82.7,32,118484,40.1,11358,-3.4,1082000,11.8,0,0,0,0,-591000000,7.2,2102000000,4.7,1321000000,0,1,93,0,375000,0,6,1420000000,10718000000,,396.6,4,3.9,13000,12818000000,1.2,39.5,9.3,2734305,7000000,63.2,349,16.8,,,0,0,0,0,0,0,5.8,1100000,14357,9799352,3.3,21196629,59.2,767,0,4769,6000,0,780200000,15452,21.7,5.31,20.4,40.5,700,1/Britain,146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,0.22477837,3,0.015682211,0.004622496,0,0,4,3,7,7,1,1,53.97,0,0,1,0,64,69,0,340,5.8289456,33.333332,-0.7,30.64604104,0.731700778,0.803223193,0.021433279,3.538000107,0.544007301,35,,1,20,40,40,40,40,80,80,27,53,20,20,0,0,35,9.4,32.07,0,6,7,349,649,0.358,0,0,13,3,-80263,neither,13,0,16.4,0,-999,36.42,1,6,1,197.519,19129955,3,0.759259259,23,1/Africa,1/partFree,31,0,1,74.6,13,2,1,0,3.63,46,0,961,6.403124237,6,12.8,17.2,13.38,2,3
Mali,open,57,2.857845696,1034339163,,9.010769432,4.827020533,2.826419424,25.40293038,38.52660616,4.961936445,11,54.5,90.37,,115.085,13,21000,2.709170359,23.32308808,34.62902568,1230.486061,4.751341534,10.21325791,870,49.61439133,3.787309885,9.523809524,94,,18.70940415,,,42.1,,6706.083392,75.9778223,70.81300354,26672,2.99663676,6.061811677,0.0000482014,161.254473,Developing,0,1,Low,1,1,wAfrica,0,-999,war,0.000814996,0,3.2,25,1240192,42.2,120934,-2.9,3388000,18.6,0,0,0,0,-886000000,8.77,4192000000,3.8,2982000000,0,68,31,800000000,590000,0,1,2489000000,3060000000,,900.1,6.7,16.5,5800,3644000000,6.3,62.31,1.9,2395886,6447000,62.01,562,16,,2.7,0,0,0,0,0,-3.17,8.6,140000,227831,21850850,2.97,19553397,35.4,593,0,20610,22000,0,647800000,139107,20,5.63,7.9,16.9,1800,2/France,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0.009876137,0,0,0,1,8,3,2,7,6,0,0,106.6,0,0,0,0,56,62,0,821,6.7105231,57.142857,-1,34.93356109,0.839328408,0.71156615,-0.044366926,4.729300022,0.731468976,48,,1,47,50,80,80,53,70,40,53,33,60,20,20,20,48,-1.7,61.79,0,8,7,562,2454,1.286,0,1,92.4,7,-200000,neither,2,0,24.6,0,-999,39.79,2,5,1,15.196,20250834,3,0.314814815,4,2/Muslim,1/partFree,23.1,0,2,46,15,2,3,0,1.28,38,0,3249,1.732050808,2.828427125,12,43.1,6.86,1,4
Mauritania,open,24,-11.62479931,64458913.64,,6.378526692,14.0712008,3.586048384,0.633227119,47.42299178,10.91600024,6,67,20.32,386621,104.09,20.801,20850,2.818955471,39.99784888,53.03794628,1908.346209,5.931442089,16.17667205,1660,72.909729,1.89546001,20.26143791,72.9,,,,,,,20831.71355,45.75370746,45.88399887,84901,2.741280273,0.291008929,0.0000704413,139.6664893,Developing,0,1,Low,0,1,nAfrica,0,0,none,0,0,0.3,30,1030700,29,13222,-0.8,2615000,19.2,5333,0,4000,20000000,-711000000,7.54,4150000000,1.9,1059000000,0,65,16,0,558000,0,20,1139000000,321000000,,1730.4,3.6,24.2,,318000000,1,52.05,2.2,798809,1437000,64.86,766,21,5,2.8,0,0,0,0,28320000000,-0.74,12.7,5700,53742,4083199,2.02,4005475,96.6,728,0,17290,17000,0,875000000,12253,27.4,3.59,10.2,15.2,,2/France,89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,3,3,8,6,0,0,87.61,0,0,0,0,45,64,0,1129,7.0290875,0,-0.7,38.80102038,0.746223509,0.551522553,-0.106008142,4.374599934,0.790819228,35,,1,33,60,80,20,47,40,20,27,33,20,20,20,40,35,2.3,51.38,0,8,7,766,821,1.865,1,1,99.1,3,25002,minCons,0,0,18.1,0,-999,81.94,3,-2,2,4.289,4649660,2,0,8,2/Muslim,0/notFree,24.7,0,1,30.4,16,2,2,,0.036,41,0,576,6,6.403124237,,54.5,4.14,2,10
Mauritius,saho,53,3.36196137,318511666.2,61.32905728,0.420036294,,2.550863415,100,14.45782732,16.42392049,4.5,22.2,126.94,1726868,151.359,63.9999,3000,0.153188085,38.51553235,53.65899664,12228.39582,3.014762911,0.002055829,12900,98.51373291,4.719349861,20,16,0.96,,0.2,36.8,10.3,13.62,50791.10776,62.72279029,58.31299973,20,0.032240043,38.68914482,0.0000557998,112.2022415,Developing,0,0,UpMid,0,0,sAfrica,1,0,none,0.004361371,0,25.3,5,2040,12.6,274200,-0.3,6429000,,0,0,0,0,-875000000,5.28,19990000000,4.7,2726000000,0,79,7,0,894000,0,14,2898000000,2360000000,,11222,3.8,16.9,,4986000000,3.2,12.79,0.4,799470,554000,76.33,61,36.3,30,,0,0,0,0,0,-13.67,10.8,11000,470166,2076577,-0.36,1379365,64,,0,26960,27000,0,5984000000,2428,22.5,2.66,6.65,23.9,,1/Britain,12,N/A,N/A,BBB,N/A,N/A,Baa1,N/A,N/A,14,1.1008306,1,0.078630753,0.000311526,0,0,0,0,0,7,0,0,47.68,0,0,0,0,50,52,0,10564,9.2652073,0,0.9,42.86723435,0.805343091,0.889534533,-0.018318573,6.101299763,0.910357833,64,,0,60,90,20,80,53,70,80,67,73,80,80,40,40,64,0.4,13.68,0,0,7,61,3210,25.331,0,0,16.7,0,0,modCons,14,1,22.6,0,-999,-999,0,10,0,622.962,1271767,4,0.185185185,3,0/neither,2/free,13.7,0,0,,0,0,0,,4.35,63,2,2809,2.645751311,3.464101615,26.9,40.8,0.74,1,3
Morocco,saho,50,1.336471803,6735496283,54.64919143,0.700939246,9.185957123,3.154526918,100,32.59354146,24.61000464,9,45.8,5056.77,9380951,127.953,74.3763,245800,3.094492413,39.10925406,48.0323497,3863.959902,2.481905124,1.586964441,3190,97.13572693,,20.50632911,21.4,0.04,38.75015085,,,,,25438.71699,30.60921867,45.30599976,6642,1.22105093,22.01675709,0.0000667216,128.2889279,Developing,0,0,LowMid,0,0,nAfrica,0,1,none,0.002076684,0,0.1,55,716550,17.9,1552599,-3.6,55400000,2.6,0,61160,160,684000,-5075000000,4.64,51480000000,,28250000000,165000000,68,16,5289000000,8303000,0,15,28750000000,48565000000,,3272.9,3.7,30.1,,64120000000,2.8,4.69,0.2,22596729,10399000,84.81,70,29.1,88,3.1,1218000000,0,1133000000,87780000,1444000000,3.17,26.1,21000,1982934,45065083,0.79,35561654,65.1,2067,9504,229300,278000,66230,26270000000,57300,20.9,1.21,9.23,22.2,,2/France,97,N/A,N/A,BBB,BB+,N/A,Ba1,BBB-,N/A,54,0.1462996,2,0.005418504,0.0000769142,0,0,2,0,4,2,0,0,40.26,0,0,0,0,33,42,0,3069,8.0291071,0,-0.2,42.90533662,0.815724611,0.772072434,-0.240377247,5.094799995,0.592628479,75,,0,87,50,80,80,80,80,80,80,67,80,70,80,60,75,0.2,19.08,0,3,7,70,26003,7.308,0,1,99.9,1,-257096,minCons,9,0,12.4,0,0,-999,1,-4,1,80.08,36910558,3,0.074074074,-999,2/Muslim,1/partFree,19.6,0,1,,7,1,1,0,0.69,70,0,2500,3.16227766,3.872983346,14.7,63,0.56,-999,18
Mozambique,open,26,14.26135841,299567589.2,,12.50686616,16.41888793,17.31057452,7.993288094,21.29869546,4.102234309,17,36.1,139.25,587364,47.7158,10,11200,0.895181627,41.01132225,75.53582895,435.1149186,2.283597203,15.76340154,490,54.7286911,5.499849796,41.2,74.2,8.94,,,,,,3048.111366,97.81786079,78.09700012,4713,2.907137438,5.539972557,0.0000798028,102.2973728,Developing,1,1,Low,0,1,sAfrica,0,1,none,0,1,56.7,98,799380,38.6,70142,-5.6,11120000,15.6,0,0,0,0,-3025000000,10.59,10910000000,5.5,11570000000,12880000000,16,83,9928000000,2626000,0,1,18390000000,3349000000,,498.9,3.4,16.8,51000,7371000000,4.9,63.03,2.7,2855670,12900000,56.49,289,17,29,,1841000000,4162000000,0,6003000000,2832000000000,-1.62,7.2,2200000,61575,13992090,2.58,30098197,102.1,4787,0,25130,26000,0,3361000000,31083,26.7,4.89,24.5,7.4,460,3/neither,361,N/A,N/A,N/A,CCC,N/A,Caa2,CCC+,N/A,0,0,0,0,0,0,0,3,2,5,7,0,0,64.22,1,0,3,0,53,117,0,426,6.0544395,0,-0.9,29.86361682,0.683019102,0.864451885,0.032375868,4.623600006,0.723874032,60,,1,47,40,80,60,73,80,80,67,53,80,40,40,40,60,2.8,56.37,0,6,7,289,2473,0.838,0,0,18,6,-25000,neither,0,0,18.4,0,-999,57.03,0,5,0,37.728,31255435,3,0,39,1/Africa,1/partFree,30.1,0,2,50.4,11,2,2,1,2.3,46,0,676,5.830951895,6.244997998,14.4,36.5,5.9,2,3
Namibia,open,55,-0.328627804,60700614.71,21.09735202,1.150503488,,3.260718505,35.52086346,25.3587654,11.18240601,54,20.7,156.31,212578,113.165,51,15900,3.028329466,35.81001688,47.66554418,4815.948228,-1.134096127,4.656231165,5060,94.08621979,,42.70833333,42.4,5.34,,13.8,59.1,17.4,11.02,32180.82596,88.56484118,59.5340004,3182,1.872480881,9.862204342,0.000102284,131.3645267,Developing,0,0,UpMid,0,0,sAfrica,0,1,none,0.002929688,1,97.5,112,824292,25.7,61968,-5.5,3958000,13.2,0,0,0,0,-216000000,7.3,7969000000,3.1,3891000000,88000000,28,64,3073000000,535500,0,8,1403000000,6087000000,,5930.1,-0.1,16.7,3000,9921000000,-0.4,31.4,3.7,1291944,956800,65.3,195,21.8,14,3,0,0,0,0,62290000000,0,17.2,210000,144575,2921697,1.86,2630073,41.3,2628,80,26270,27000,0,2432000000,48875,32.2,3.07,34,38,,3/neither,486,N/A,N/A,N/A,BB,N/A,Ba3,N/A,N/A,3,0.11806766,0,0,0,0,0,1,0,2,6,0,0,74.79,1,0,3,0,45,137,0,5227,8.5615931,0,0.1,46.1430639,0.851449788,0.767520964,-0.18530646,4.571100235,0.846880972,59,,0,60,60,80,60,80,80,60,33,73,40,60,40,40,59,3.7,31.16,0,3,6,195,1024,4.182,0,0,0.3,4,-24030,minCons,0,0,21.3,0,0,86.73,0,6,1,3.078,2540916,2,0.259259259,27,1/Africa,2/free,30.4,0,0,,5,1,2,,5.43,62,0,3025,2.236067977,3.16227766,17.9,51,6.97,2,3
Niger,open,58,4.590868054,320411764.8,,8.923772302,7.845107325,6.949819287,11.69820261,94.05381768,1.633574803,10,47.2,55.18,14713,40.6385,5.25049,10300,1.839984015,11.01565151,26.77826537,754.8219541,5.90279179,6.057944553,600,62.26213837,3.547209978,16.95906433,80.4,0.09,9.60482373,,,40.8,,3404.902218,72.40979582,72.04199982,179997,3.793668153,6.352385238,0.0000268981,169.2077515,Developing,0,1,Low,1,1,wAfrica,0,0,war,0.011111111,0,0.8,30,1267000,47.5,8650,-5,2534000,21.8,0,0,9000,150000000,-1160000000,8.89,3728000000,3.5,1065000000,0,95,0,779000000,184000,0,5,494700000,1525000000,,571.3,7,22.4,1100,2999000000,6,58.23,-2.5,1110778,6500000,60.87,509,14.8,,1.8,0,0,0,0,0,-0.21,5.5,33000,116352,8921769,2.53,22772361,45.3,,5422,3799,14000,15280,1314000000,18949,21.4,4.67,0.3,0.7,300,2/France,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,0.041310985,1,0.004131099,0.001111111,0,0,4,3,10,6,1,1,139.6,0,0,0,0,51,55,0,378,5.9348941,42.857143,-0.8,33.42612684,0.722530186,0.759772122,0.013860817,4.909599781,0.617435038,39,,1,20,70,20,20,60,80,80,27,27,20,20,40,20,39,-2.5,47.89,0,9,7,509,900,0.433,0,1,98.4,7,20001,neither,0,0,20,0,-999,48.43,3,5,1,16.955,24206636,3,0.388888889,6,2/Muslim,1/partFree,26.2,0,2,45.4,19,3,3,,0.67,37,0,3364,1.414213562,2.645751311,8.6,16.5,4.63,4,6
Nigeria,open,39,0.736205107,23809281401,9.801293842,0.871419822,7.093813629,5.679560705,30.95084587,71.79817438,4.301913452,7.2,34.8,5602.28,6539048.353,88.1842,42,223000,0.460792415,14.22092679,19.80295104,6154.488795,2.208429277,11.48387008,2030,,,3.38028169,117.2,0.78,26.65462071,39.1,35.1,40.1,,18755.83312,82.71620155,52.9070015,54157,2.564841886,2.993694676,0.0000262849,168.4183097,Developing,1,0,LowMid,0,0,wAfrica,0,1,war,0.0000134151,0,49.3,54,923768,34.6,73965,-1.8,104000000,21.8,2096000,0,1989000,37450000000,10380000000,5.16,40960000000,,24720000000,0,80,19,0,10520000,0,0,29350000000,1146000000,,2153.5,1.9,18.2,45000,32670000000,2.2,19.57,11.3,85450052,60080000,74.51,917,18.6,728,,17240000000,27210000000,0,44480000000,5475000000000,-2.27,8.9,1800000,146075,184013243,0.93,214028302,21.8,3798,2332,223400,325000,35010,38770000000,195000,3.4,1.81,16.5,13.8,8600,1/Britain,219,N/A,N/A,BB+,B-,N/A,B2,B-,N/A,1,0.000485108,0,0,0,1,20,3,3,9,7,0,0,158.6,0,0,3,0,29,54,1,1968,7.5847731,0,-1,14.18325752,0.861874342,0.759578407,0.033745807,4.724100113,0.73721689,51,,1,53,100,60,40,47,70,60,47,33,20,50,20,60,51,11.4,75.74,0,9,7,917,74543,3.806,0,0,48.8,4,-300000,prod,0,0,22.5,0,0,53.96,2,7,1,209.588,206139587,3,0.018518519,2,1/Africa,1/partFree,21.4,2,3,26.3,18,2,2,2,10.84,42,0,1521,4.582575695,5.099019514,4.8,51.2,2.43,2,2
Rwanda,saho,51,4.057775253,260527799,31.04201593,12.02020758,7.367473207,4.884855418,23.418646,43.21021716,5.324944552,4,33.2,169.52,1561562.214,76.4915,21.7676,35000,1.186027809,21.81916359,36.12801513,585.6620177,9.428675224,4.022617648,830,97.40032959,3.073750019,61.25,34.3,0.76,,56.5,43.7,38.2,2.54,4465.380959,100.6849716,83.65499878,145054,2.607652645,25.84928706,0.0000373657,192.1257982,Developing,0,1,Low,1,1,eAfrica,0,1,twenty,0.006674757,1,93.4,7,26338,27.9,7501,-4.3,985600,9.6,0,0,0,0,-622000000,5.95,3258000000,3.1,527300000,4000000,42,51,42000000,191000,0,7,525000000,1050000000,,773,8.6,12.5,2800,1922000000,4.2,27.16,3.3,2653197,6227000,65.48,248,19.7,,,0,0,0,0,56630000000,-3.27,5.8,230000,11215,9531609,1.8,12712431,40.5,,0,6628,6700,0,997600000,4700,21.3,3.42,2.7,20.6,,3/neither,57,N/A,N/A,N/A,B+,N/A,B2,B+,N/A,11,0.084927596,0,0,0,0,0,4,2,8,6,0,0,59.06,1,0,0,1,45,122,1,748,6.617403,25,0.2,34.33142006,0.183541179,0.900589406,0.055483952,3.312299967,0.54083544,71,,1,93,90,80,100,93,70,60,47,67,100,40,40,40,71,3.4,27.34,0,7,6,248,1648,1.34,1,0,1.8,4,-44998,neither,6,0,18.2,0,-999,93.1,2,-3,2,494.869,12952209,3,0.111111111,23,1/Africa,0/notFree,29.7,0,2,65.9,15,2,1,0,8.95,57,0,2601,3,3.741657387,13.3,17.3,4.98,0,17
STAP,saho,97,6.708257311,11114429.37,,10.75361207,11.59896837,4.663174066,55.74170195,28.53958436,20.61022762,7,37,0.73,41933,77.0781,29.9312,,,,,2152.111902,1.301623446,1.904152098,1930,84.34609222,5.149069786,14.54545455,29.8,,,35.6,56.3,66.7,,13705.34473,55.69584497,57.78900146,,1.890763323,73.19355971,0.0000384581,109.7934013,Developing,0,1,LowMid,0,1,cAfrica,1,,,15.818182,1,82.2,,964,29.7,1557,-2.4,148100,8.8,0,0,0,0,-32000000,6.3,292900000,5.1,61380000,0,88,11,0,18100,0,1,66000000,15600000,,1948.1,2.2,18.7,,127700000,5,41.7,7.8,61193,72600,66.3,130,19.3,17,,0,0,0,0,0,-7.9,12.4,1100,4614,160189,1.58,211122,88.4,,0,1027,1000,0,58950000,1300,26.2,3.82,12.2,20.8,,3/neither,114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,174,79.393684,3,1.3688567,0.27272728,0,0,,,,,0,0,81.86,,,,,70,92,,1921,7.5606012,0,-0.6,45.6029892,,,,,,32,,1,27,40,20,40,20,40,40,40,47,20,40,20,20,32,7.9,24.21,,,,130,11,0.531,,0,0.1,0,-8401,,0,0,18.5,,,,,,,212.841,219161,2,0.722222222,,0/neither,2/free,27.5,,,,,,,,5.88,55,,1225,6.08276253,5.656854249,5.4,73.6,13.9,,
S_Africa,saho,56,1.31590385,890059293.7,300.5823301,0.256501664,14.82674939,8.69932535,89.59881919,25.10220499,9.592517548,40,29.2,13008.74,25650178,165.6,56.1674,89650,0.976948136,29.85383928,29.35069678,11077.14637,0.152583317,5.168947628,6040,90.34449768,6.505050182,46.34760705,34.5,6.9,,,,,,43678.20585,79.06102117,56.01699829,89285,1.338617391,8.893575452,0.0000562143,146.4963701,Developing,0,0,UpMid,0,0,sAfrica,0,1,twenty,0.010791227,1,81.2,407,1219090,19.2,1107013,-4.4,572300000,5.9,0,404000,1600,15000000,-10626000000,9.3,156300000000,6.5,207100000000,16550000000,85,1,10560000000,50020000,4,10,234500000000,123864000000,,6369.2,0.8,16.1,72000,131721000000,1.2,27.8,4.1,31107064,14687000,64.8,119,28,103,,5069000000,0,4162000000,906100000,0,-0.2,28.3,7500000,1934778,92600942,0.97,56463617,53,20986,105600,195200,621000,487100,50720000000,750000,26.6,2.22,28.53,53.4,,1/Britain,615,Ag,N/A,A-,BB-,N/A,Baa3,BB-,N/A,557,0.93915409,0,0,0,0,0,1,0,3,7,0,0,61.06,0,0,3,0,36,57,0,6151,8.72437,16.666666,0.3,53.65100503,0.843423843,0.759330094,-0.109777324,4.814099789,0.852532268,70,,0,93,50,60,100,100,40,60,73,33,60,60,80,100,70,4.1,27.83,0,5,7,119,51616,9.054,0,0,1.7,6,727026,minCons,152,0,26.2,0,-999,-999,1,9,2,46.754,59308690,3,0.296296296,19,1/Africa,2/free,25.9,0,2,77.9,8,1,1,2,9.52,69,1,3136,2,3,31.4,66,2.59,2,8
S_Sudan,saho,79,0.001250229,80440000,,15.91619944,,1.08609817,23.65343856,45.57750557,1.407838847,13,31.4,9.08,,33.463,7.97743,185000,3.362341597,36.65134928,28.8999999,393.161588,-10.79336463,11.24559738,1090,,1.543900013,28.45953003,96.2,2.53,,,,82.3,,,96.1074309,72.38600159,298309,0.782224434,0.387776008,,,Developing,0,0,Low,1,1,eAfrica,0,,war,0.021164021,1,60.5,89,644329,38.8,200,-1.3,1224000,27.7,147300,0,150200,3750000000,-154000000,11.4,,1.5,391800000,0,100,0,0,80400,0,1,412800000,1130000000,,747.7,3.4,3.6,9100,3795000000,,69.9,187.9,814326,,55.5,1150,18.6,,3.5,0,0,0,0,63710000000,0.2,6.6,190000,0,3439784,2.7,10561244,62.7,248,0,7160,8000,0,73000000,90200,8.5,5.54,,38.6,,1/Britain,227,N/A,N/A,CC,N/A,N/A,N/A,N/A,N/A,4,0.035734292,0,0,0,0,0,3,3,11,6,0,0,109.2,1,0,0,0,67,106,,452,6.1136823,50,-2.4,8.441995084,0.763417304,0.451313615,0.016518548,2.816600084,0.553707123,34,,1,33,40,20,20,60,80,40,40,20,20,30,20,20,34,187.9,62.37,0,11,2,1150,189,,1,0,6.2,6,-870998,prod,0,0,19.8,0,0,92.99,3,0,3,18.32,11193729,,0.685185185,7,1/Africa,0/notFree,29.9,2,3,,22,3,2,,,31,0,2809,4.358898944,3.741657387,,19.9,9.91,,7
Senegal,saho,55,4.17056005,2522205665,,4.380772521,14.32776128,4.976766802,44.21697629,40.6958259,5.764881096,6,44.8,388.32,284534.1174,109.721,46,18600,1.450063017,22.79262606,37.7137764,2979.285937,5.271192358,2.589823393,1460,61.20201111,4.833280087,41.81818182,45.3,0.14,21.45576506,,,,,13919.94945,60.938207,45.68399811,14467,2.749747408,10.18879993,0.0000522434,111.8707518,Developing,0,1,LowMid,0,1,wAfrica,0,-999,twenty,0.074108817,0,3.6,20,196722,31.8,129820,-3.6,8644000,13.3,0,17880,0,0,-1547000000,3.93,8571000000,4.8,3497000000,0,82,7,0,977000,0,11,4167000000,2362000000,,1501.7,6.8,21.2,1200,5217000000,7.7,1.56,-0.8,6909635,6966000,86.19,315,19.4,34,1.5,59460000,0,0,59460000,0,4.26,8.8,41000,195288,16871654,0.95,15736368,48.3,906,4063,32050,48000,17590,1827000000,16665,19.6,1.15,48,8.1,1000,2/France,117,N/A,N/A,N/A,N/A,N/A,Ba3,B+,N/A,79,0.47181278,0,0,0,1,1,3,1,5,7,0,0,74.3,0,0,0,0,33,63,0,1332,7.194437,20,-0.3,20.97863257,0.808785141,0.690596163,-0.052335154,4.980800152,0.723616004,54,,1,53,80,60,80,60,50,60,53,40,40,40,60,20,54,1.8,33.55,1,5,6,315,1066,0.691,0,1,96.4,5,-100001,minCons,7,0,18.1,0,0,26.57,0,7,1,82.328,16743930,3,0.259259259,5,2/Muslim,2/free,23.4,0,1,47.4,10,2,2,1,0.76,45,0,3025,2.236067977,3.16227766,9.1,47.7,5.59,2,5
Seychelles,open,52,13.83586399,23648219.31,66.72234446,1.147674552,,2.641402995,100,20.17864936,51.42640611,32,30.1,9.53,414088,198.152,58.7698,420,1.332291957,80.32045942,91.93907735,,5.312514161,0.094351556,16900,98.80000305,4.421020031,21.21212121,14.2,,,,,,,,,,,0.887925293,36.40423071,0.0000989205,85.63748863,Developing,0,0,,0,0,eAfrica,1,,,0.034482758,1,94,14,455,12.8,19696,-0.5,1150000,3.6,0,0,0,0,-307000000,9.39,2559000000,4.4,325500000,0,91,0,0,88000,0,9,350000000,564800000,,16377.9,7.9,8.1,,1155000000,2.3,2.45,1.8,55616,51000,82.6,,36.8,26,1.3,0,0,0,0,0,4.87,14,,19627,188879,0.74,95981,63.6,,0,7225,7300,0,545200000,526,39.6,1.86,3,11.6,,1/Britain,16,N/A,N/A,N/A,B,N/A,N/A,N/A,N/A,7,7.1181617,0,0,0,0,0,,,,,1,1,56.42,,,,,45,137,,15692,9.6609058,0,0.5,73.04444313,,,,,,53,,0,80,40,80,80,80,80,20,27,60,60,40,20,20,53,1.8,12.5,,,,53,203,21.212,,0,1.1,0,-1000,,0,0,21.2,,,,,,,208.354,98340,3,0.166666667,,0/neither,1/partFree,15.9,,,,,,,,20.5,71,,2704,2.828427125,3.605551275,21.1,57.1,0.19,,
