country,sahoStatusEHA,dayNum,BXKLTDINVWDGDZS,BXTRFPWKRCDDT,CMMKTLCAPGDZS,DTODAODATGNZS,DTTDSDECTEXZS,EGEGYPRIMPPKD,EGELCACCSRUZS,ENATMPM25MCM3,FBCBKBRCHP5,ICREGDURS,ICTAXTOTLCPZS,IPJRNARTCSC,ISAIRPSGR,ITCELSETSP2,ITNETUSERZS,MSMILTOTLP1,MSMILXPNDGDZS,NEEXPGNFSZS,NEIMPGNFSZS,NVAGREMPLKD,NYGDPMKTPKDZG,NYGDPTOTLRTZS,NYGNPPCAPCD,SEPRMCMPTZS,SEXPDTOTLGDZS,SGGENPARLZS,SHDYNMORT,SHHIVINCDZS,SHSTASMSSZS,SIPOVDDAY,SIPOVGINI,SIPOVNAHC,SISPRPCAP,SLGDPPCAPEMKD,SLTLFCACTFMZS,SLTLFCACTZS,SMPOPREFG,SPPOPGROW,STINTRCPTXPZS,TGVALTOTLGDZS,TTPRIMRCHXDWD,UHC,allhouse,armedConflict,casesMD,christCountry,christPct,ciaAirports,ciaArea,ciaBirthRate,ciaBroadbandFixedSubs,ciaBudgetSurplusDeficit,ciaCarbDioxEmsCons,ciaChildUnder5Underwt,ciaCrudeOilExports,ciaCrudeOilImports,ciaCrudeOilProduction,ciaCrudeOilProvedReserves,ciaCurrentAcctBalance,ciaDeathRate,ciaDebtExternal,ciaEducationExpenditures,ciaElectyConsump,ciaElectyExports,ciaElectyFossilFuels,ciaElectyHydroPlants,ciaElectyImports,ciaElectyInstallGenCap,ciaElectyNukeFuels,ciaElectyOthRenew,ciaElectyProduction,ciaExports,ciaFields,ciaGDPPerCapitaPPP,ciaGDPRealGrowthRate,ciaGrossNationalSaving,ciaHivAidsDeaths,ciaImports,ciaIndustProdGrowthRate,ciaInfantMortalityRate,ciaInflationRateConsPrices,ciaInternetUsers,ciaLaborForce,ciaLifeExpectancyAtBirth,ciaMaternalMortalityRate,ciaMedianAge,ciaMerchantMarine,ciaMilitaryExpends,ciaNatGasConsum,ciaNatGasExpts,ciaNatGasImpts,ciaNatGasProd,ciaNatGasProvResvs,ciaNetMigrationRate,ciaObesityAdultPrevRate,ciaPeopleWithHivAids,ciaPhonesFixed,ciaPhonesMobile,ciaPopGrowRate,ciaPopulation,ciaPublicDebt,ciaRailways,ciaRefPetrolProdExports,ciaRefPetrolProdsImports,ciaRefdPetrolProdsConsump,ciaRefinedPetrolProductsProd,ciaReservesForeignExchangeGold,ciaRoadways,ciaTaxesOtherRevenues,ciaTotalFertilityRate,ciaUnemploymentRate,ciaUnemploymentYouth1524,ciaWaterways,colLeg_n2,comDis,creditChegxin,creditDBRS,creditDagong,creditFitch,creditJCR,creditMoodys,creditSP,creditScope,cumCasesLag1,cumCasesLag1P100KC,cumDeathsLag1,cumDeathsLag1P100KC,deathsMD,ebolaCasesDum,ebolaCasesN,ecoeff,ecoleg,effect,eiec,envMort,execnat,execrel,execrlc,exelec,firstCase,firstDeath,fraud,gdpPerCap,gdpPerCapLn,geoDiff,geoDiffXdayNum,govEffInd,govHlthSpd,hlthRisks,hlthWork,idaEligible,ihr01,ihr02,ihr03,ihr04,ihr05,ihr06,ihr07,ihr08,ihr09,ihr10,ihr11,ihr12,ihr13,ihrTotal,inflation,kidMort,legelec,legit,liec,matMort,medDocsN,medDocsPC,military,muslimCountry,muslimPct,nNeighbors,netMigration,netOilProd,newCases,newDeaths,nonComDis,oppmajh,oppmajs,percent1,poleff,polity,polleg,popDen,population,prepStatus,prtyin,regEff,regTypeFH_n,roadInj,seceff,secleg,sexHlth,sfi,soceff,socleg,state,subAbuse,svcCovInd,system,tempDiffS,tobCont,urbanPop,vacCov,yrcurnt,yrsoffc
Mali,open,57,2.857845696392336,1034339163.264,,9.010769432253893,4.827020532836407,2.82641942372024,25.4029303790148,38.5266061638458,4.96193644493086,11,54.5,90.37000000000001,,115.085,13,21000,2.70917035865403,23.32308808410456,34.62902568024846,1230.486060796372,4.751341534169114,10.2132579072996,870,49.6143913269043,3.78730988502502,9.52380952380952,94,,18.7094041523327,,,42.1,,6706.083391629236,75.97782229538281,70.81300354003911,26672,2.99663676010293,6.061811676572755,.0000482014400918,161.254473,,-999,war,.0008149959,0,3.2,25,1240192,42.2,120934,-2.9,3388000,18.6,0,0,0,0,-886000000,8.77,4192000000,3.8,2982000000,0,68,31,800000000,590000,0,1,2489000000,3060000000,,900.1,6.7,16.5,5800,3644000000,6.3,62.31,1.9,2395886,6447000,62.01,562,16,,2.7,0,0,0,0,0,-3.17,8.6,140000,227831,21850850,2.97,19553397,35.4,593,0,20610,22000,0,647800000,139107,20,5.63,7.9,16.9,1800,2/France,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,.0098761367,0,0,0,1,8,3,2,7,6,106.6,0,0,0,0,56,62,0,821,6.7105231,57.142857,3257.1428,-1,34.9335610866547,48,,1,47,50,80,80,53,70,40,53,33,60,20,20,20,48,-1.7,61.79,0,8,7,562,2454,1.286,0,1,92.40000000000001,7,-200000,neither,2,0,24.6,0,-999,39.79,2,5,1,15.196,20250834,3,4,2/Muslim,1/partFree,23.1,0,2,46,15,2,3,0,1.28,38,0,1.732050807568877,12,43.1,6.86,1,4
Niger,open,58,4.59086805413967,320411764.8,,8.923772301635005,7.845107324947112,6.94981928727214,11.6982026139574,94.0538176774282,1.63357480305802,10,47.2,55.18,14713,40.6385,5.25049,10300,1.83998401549656,11.01565150589247,26.77826537356818,754.8219541480976,5.902791789790982,6.05794455250652,600,62.2621383666992,3.54720997810364,16.9590643274854,80.40000000000001,.09,9.60482372979151,,,40.8,,3404.902218323807,72.40979581787973,72.0419998168945,179997,3.79366815330185,6.35238523782937,.0000268981062249,169.2077515,,0,war,.011111111,0,.8,30,1267000,47.5,8650,-5,2534000,21.8,0,0,9000,150000000,-1160000000,8.890000000000001,3728000000,3.5,1065000000,0,95,0,779000000,184000,0,5,494700000,1525000000,,571.3,7,22.4,1100,2999000000,6,58.23,-2.5,1110778,6500000,60.87,509,14.8,,1.8,0,0,0,0,0,-.21,5.5,33000,116352,8921769,2.53,22772361,45.3,,5422,3799,14000,15280,1314000000,18949,21.4,4.67,.3,.7,300,2/France,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,.041310985,1,.0041310987,.0011111111,0,0,4,3,10,6,139.6,0,0,0,0,51,55,0,378,5.9348941,42.857143,2485.7144,-.8,33.4261268377304,39,,1,20,70,20,20,60,80,80,27,27,20,20,40,20,39,-2.5,47.89,0,9,7,509,900,.433,0,1,98.40000000000001,7,20001,neither,0,0,20,0,-999,48.43,3,5,1,16.955,24206636,3,6,2/Muslim,1/partFree,26.2,0,2,45.4,19,3,3,,.67,37,0,1.414213562373095,8.6,16.5,4.63,4,6
Gambia,open,58,1.766964326067595,275477907.865999,,14.17204081740854,13.41188534480967,4.49808095319411,35.462971359463,33.9826385538147,7.08986827329689,8,48.4,33.83,109542.145080475,139.529,19.8365,800,.824343185875422,20.63737759407393,34.90131484938572,1884.563044156269,6.056765744219206,2.47089684439385,750,78.942512512207,2.42030000686646,10.3448275862069,51.7,1.77,,10.3,35.9,48.6,,7364.623025695686,75.27541521282618,59.4010009765625,4302,2.92185023710734,48.2694865019217,.0000412360127402,104.335981,,1,none,.014084507,0,4.5,,11300,27,4433,-2.6,607300,10.3,0,0,0,0,-194000000,5.76,586800000,2.4,282800000,0,97,0,0,117000,0,3,304100000,643000000,,716.1,6.5,6.8,1100,1246000000,-.8,29.45,7.1,406918,777100,69.37000000000001,597,21.8,8,,0,0,0,0,0,3.76,10.3,28000,41179,2977068,2.41,2173999,88,,42,3738,3800,0,170000000,2977,20.3,3.36,,13.1,390,1/Britain,158,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,.12413806,1,.041379355,.0046948357,0,0,4,3,9,7,97.3,0,0,0,0,48,54,0,709,6.5638556,100,5800,-.6,22.8928819298744,38,,1,27,40,20,20,33,60,80,47,33,60,40,20,20,38,7.1,36.82,1,6,6,597,213,1.021,1,1,95.09999999999999,1,-15436,neither,0,0,20.4,0,-999,43.29,3,4,0,207.566,2416664,2,1,2/Muslim,1/partFree,29.7,0,1,,15,2,2,1,3.55,44,0,1.414213562373095,14.4,61.9,20.92,4,1
Chad,open,60,5.007877927951783,,,7.904276541193081,,2.78131878010528,2.74551059527495,66.0292054967769,1.00015989898132,58,63.5,15.45,,48.0648,6.5,32850,2.17578021033377,36.74225343638259,37.82827211947323,1536.503487609292,3.24718191743429,23.9544291479125,700,40.5602188110352,2.45481991767883,14.8809523809524,113.8,.5,,,,42.3,,4282.449147368077,82.45838350924414,70.69899749755859,442670,2.98593746093303,,.0000413877166426,159.3552277,,1,twenty,.0076804915,0,40.6,59,1284000,41.7,334,-1.5,342200,29.4,70440,0,132000,1500000000,-558000000,8.15,1724000000,2.5,208600000,0,98,0,0,48200,0,3,224300000,2464000000,,735.7000000000001,2.4,15.5,3200,2160000000,-4,62.63,-.9,1029153,5654000,61.43,1140,16.1,,2.2,0,0,0,0,0,-.78,6.1,120000,6540,7857758,3.16,16877357,52.5,,0,2285,2300,0,22900000,40000,13.5,5.7,,,,2/France,142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,.030439809,0,0,0,0,0,3,3,10,7,180.9,0,0,0,0,50,90,0,719,6.5778613,33.333332,1999.9999,-1.4,15.805572271347,30,,1,27,30,40,20,33,70,40,27,27,20,20,20,20,30,-1,70.84,0,9,6,1140,651,.434,1,1,55.3,6,10000,prod,0,0,23.9,0,0,59.92,3,-2,1,11.833,16425859,2,27,2/Muslim,0/notFree,27.6,1,2,17.5,19,3,3,0,1.37,28,0,0,11.8,23.3,3.26,1,27
Ethiopia,open,73,2.623459551881634,531044170.009023,,5.876660243291567,28.94152430132709,13.6692641670453,32.6536723185129,38.9787377576037,,32,37.7,1994.44,12631216,36.2007,18.6181,138000,.601169492105336,7.9399766087609,20.87532439828137,591.2741783418372,8.364085699078899,6.16120994425757,850,54.1109008789063,4.73791980743408,38.7568555758684,50.7,.23,,32.6,35,23.5,3.03,4779.791483993687,85.64049238443957,79.5500030517578,733123,2.57956334803926,46.53522827936827,.0000180528957529,128.9530252,,1,war,.0077427039,1,62.8,57,1104300,31.6,580120,-3.2,12180000,21.1,0,0,0,428000,-6551000000,5.8,26050000000,4.7,9062000000,166000000,3,86,0,2784000,0,11,11150000000,3230000000,,735.1,6.8,32.1,12000,15590000000,10.5,34.62,15.7,19118470,52820000,67.90000000000001,401,19.8,11,,0,0,0,0,24920000000,-.2,4.5,670000,1095946,38147361,2.5,108113150,54.2,659,0,69970,74000,0,3013000000,120171,13.9,4.07,17.5,25.2,,3/neither,140,N/A,N/A,CCC,B,N/A,B2,B,N/A,65,.056539644,2,.0017396813,.00023823704,0,0,4,3,10,6,82.09999999999999,0,0,0,0,44,67,1,720,6.5792513,50,3650,-.6,24.9451786279678,63,,1,87,80,40,40,80,70,80,73,73,80,40,40,40,63,15.8,37.93,0,10,6,401,8395,.769,0,0,34.6,6,150002,neither,4,1,18.3,0,-999,-999,2,1,3,104.957,114963583,3,5,1/Africa,0/notFree,26.7,2,2,59.4,20,2,2,1,2.36,39,2,3.605551275463989,4.6,21.2,4.22,3,5
Tanzania,open,77,1.760765467822283,434802383.487863,,4.364413630101397,14.70677542428146,8.344200905080291,18.8368397736512,29.0766405124356,2.54923983142994,29.5,43.8,602.71,1498093,82.20820000000001,25,28000,1.31692688467923,15.14027774185473,17.09866326422203,673.228787872966,5.791371376320711,4.68377863170441,1080,68.0088195800781,3.69643998146057,36.8956743002545,50.3,2.57,25.3788782155225,49.4,40.5,26.4,2.72,5624.150789517904,91.10009935736568,83.41200256347661,242171,2.95168167328042,29.36531473399896,.0000228833030999,159.7337056,,1,none,.071428575,1,61.4,166,947300,34.6,861234,-1.8,14570000,14.6,0,0,0,0,-1313000000,5.17,17660000000,3.4,5682000000,0,55,40,102000000,1457000,0,6,6699000000,7827000000,,1044.1,7,25,27000,9972000000,12,31.51,3.4,13862836,24890000,69.90000000000001,524,18.2,315,1.3,3115000000,0,0,3115000000,6513000000,-.44,8.4,1700000,74081,46847405,2.81,58552845,37,4567,0,67830,72000,0,5301000000,87581,15.2,4.45,10.3,3.9,,1/Britain,237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,.088726372,3,.0050222473,.0040431265,0,0,3,1,6,7,75.05,0,0,3,0,47,59,1,933,6.8384051,75,5775,-.8,43.2494908571243,51,,1,53,60,60,60,53,40,40,53,53,60,50,40,40,51,3.5,37,0,4,6,524,742,.14,0,0,35.2,8,-200381,neither,35,1,17.9,0,-999,58.46,1,3,1,64.699,59734213,3,40,1/Africa,1/partFree,29.2,0,1,52.9,10,2,1,0,11.27,,0,4.123105625617661,13.3,34.5,4.24,3,2
Guinea-B,open,88,2.285482339895757,130991138.816,,10.45913265423637,3.289964695802487,12.0192721522321,9.987460547554569,29.774702280636,3.7797554498224,8.5,45.5,15.01,,82.79259999999999,3.93051,4450,1.42467488288604,23.49763888287177,33.51091696207177,830.5274858740487,4.600094045400539,9.23605138652227,820,,,13.7254901960784,78.5,1.85,,,,,,4899.638442497055,83.70309992835534,71.963996887207,1846,2.45652209459577,5.259808956235029,.0000400911071384,101.4060913,,1,twenty,.2290749,0,19.7,8,36125,36.9,1204,-1.3,397900,17,0,0,0,0,-27000000,7.9,1095000000,2.1,36270000,0,99,0,0,28300,0,1,39000000,188000000,,778.4,3.8,8.6,1500,383000000,2.5,51.9,.2,72047,731300,62.8,667,18,8,1.4,0,0,0,0,0,-3.8,9.5,40000,0,1555961,2.51,1927104,53.9,,0,2625,2700,0,356400000,4400,18.2,4.75,,,,3/neither,361,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52,2.6422791,0,0,0,0,0,4,3,10,7,108.4,1,0,3,0,57,88,1,723,6.5834093,100,8800,-1.5,8.197737485170361,25,,1,27,20,40,20,20,30,20,27,27,40,20,20,20,25,1.5,53.97,0,7,7,667,227,1.274,0,0,45.1,2,-6996,neither,1,1,20,0,-999,40.89,3,6,0,66.191,1967998,2,3,1/Africa,1/partFree,31.1,0,1,,17,3,3,,5.38,40,0,5.291502622129181,,43.8,13.53,2,1
CotIv,open,95,1.723120369840882,338023577.248,,1.708859427176208,12.34869857585623,7.23590098153217,32.9375263985135,25.8862663364222,5.0170245255109,19.5,50.1,248.14,748540,145.341,36.4538,27000,1.13999422219699,23.77627756091137,22.62463689425778,2594.36005285717,6.231709513050831,2.64143389137838,2290,78.750846862793,3.25603008270264,10.9803921568627,79.3,.8,,29.8,41.5,39.5,,16241.41920616896,73.47726704708096,56.9529991149902,2020,2.54933623927928,3.951513980581478,.0000394349620409,155.3118785,,0,twenty,.25992367,0,44.1,27,322463,29.1,175918,-4.2,11540000,12.8,26700,62350,52000,100000000,-1860000000,7.9,13070000000,3.3,6245000000,872000000,60,40,19000000,1914000,0,0,9730000000,16326000000,,1716.4,7.4,15.9,13000,14248000000,4.2,59.1,-1.1,12295204,8747000,61.3,617,20.3,25,,2322000000,0,0,2322000000,28320000000,1.2,10.3,430000,284799,39049743,2.26,27481086,47,660,31450,7405,51000,69360,6257000000,81996,19.1,3.67,9.4,5.5,980,2/France,137,N/A,N/A,N/A,B+,N/A,N/A,N/A,N/A,1362,5.1633401,15,.056864977,.0028625955,0,0,3,2,7,6,143.7,0,0,0,0,42,60,0,1566,7.3562799,80,7600,-.6,28.4602016210556,44,,1,33,20,60,20,73,30,80,33,27,20,30,100,40,44,-1.1,,0,9,7,617,5240,2.314,0,0,37.5,5,-40000,neither,36,2,29.1,0,-999,83.7,2,4,2,76.399,26378275,3,7,2/Muslim,1/partFree,23.6,0,2,31.1,16,2,3,1,2.71,47,0,5.916079783099616,13,51.2,3.92,3,7
Benin,open,99,1.599587602120748,205102146.996,,4.042757362737275,5.852233873693483,9.074815370364609,18.3340276061638,38.9999587632257,3.94404210653488,8.5,48.9,227.74,899,87.702,20,12250,.652801729118102,29.63052719308062,34.05080512095495,2186.91600711854,6.865687335255984,2.36925711603047,1250,64.43959808349609,2.93396997451782,7.2289156626506,90.3,.52,,49.6,47.8,38.5,2.71,8209.467614489839,94.27948569667581,70.8679962158203,1238,2.71510535908362,4.827523820529848,.0000519710318002,131.3596149,,-999,none,.1123348,1,53,6,112622,42.1,27034,-6.2,5664000,16.8,0,0,0,8000000,-1024000000,3.75,2804000000,2.9,1143000000,0,88,9,1088000000,321000,0,2,335000000,3056000000,,906.5,6.5,17.3,2300,5458000000,3,10.79,-.8,2403596,3662000,78.14,397,17,6,,0,0,0,0,1133000000,2.22,9.6,75000,37305,10905559,1.48,12864634,54.6,438,1514,38040,38000,0,698900000,16000,17.1,1.75,1,5.6,150,2/France,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102,.84136218,2,.016497297,.0022026431,0,0,3,2,6,7,119.1,0,0,0,0,50,68,0,826,6.7165947,75,7425,-.6,29.9844712018967,35,,1,33,60,20,40,60,50,60,27,27,40,0,20,20,35,-.9,60.41,0,4,7,397,908,.791,0,0,23.8,4,-10000,minCons,38,0,19.6,0,-999,24.73,1,7,0,99.11,12123198,2,-999,1/Africa,2/free,27.5,0,0,,10,2,2,2,2.81,40,0,6.244997998398398,7.2,47.9,4.95,4,1
Malawi,open,101,1.283768589130046,217457944.497448,,18.82219299102263,8.696739280590967,4.08477835402939,10.4465433110195,23.5659214726087,3.37133223522155,37,34.5,231.21,7117,47.7811,13.7822,14700,.885396813321633,31.00801490650908,35.5964946761968,769.2204306814176,4.369238990752166,6.22414767571497,380,80.3485870361328,4.71483993530273,22.9166666666667,41.6,3.71,,70.8,44.7,51.5,2.01,2589.87583559744,89.50827928841602,76.7180023193359,14087,2.64037519341292,3.866248431011193,.000048991063054,110.1184739,,0,none,.066255778,1,82.7,32,118484,40.1,11358,-3.4,1082000,11.8,0,0,0,0,-591000000,7.2,2102000000,4.7,1321000000,0,1,93,0,375000,0,6,1420000000,10718000000,,396.6,4,3.9,13000,12818000000,1.2,39.5,9.300000000000001,2734305,7000000,63.2,349,16.8,,,0,0,0,0,0,0,5.8,1100000,14357,9799352,3.3,21196629,59.2,767,0,4769,6000,0,780200000,15452,21.7,5.31,20.4,40.5,700,1/Britain,146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,.22477837,3,.015682211,.0046224962,0,0,4,3,7,7,53.97,0,0,1,0,64,69,0,340,5.8289456,33.333332,3366.6665,-.7,30.6460410356522,35,,1,20,40,40,40,40,80,80,27,53,20,20,0,0,35,9.4,32.07,0,6,7,349,649,.358,0,0,13,3,-80263,neither,13,0,16.4,0,-999,36.42,1,6,1,197.519,19129955,3,23,1/Africa,1/partFree,31,0,1,74.59999999999999,13,2,1,0,3.63,46,0,6.403124237432849,12.8,17.2,13.38,2,3
Cameroon,open,110,2.003817311616391,333554496,,3.06720080049873,14.11332197663828,4.77752966152165,23.033573776803,72.7930962237353,2.19823412672764,13.5,57.7,875.62,198881.213,81.75530000000001,23.203,34400,1.09666376169493,20.21468714851534,24.65303407532357,1151.820425426756,3.720711422322466,6.20460583973401,1500,65.4980392456055,3.13120007514954,31.1111111111111,74.8,1.1,,,,35,,8597.492952284381,87.67941189502596,76.072998046875,406259,2.58424710709784,8.66995237929682,.0000258797351572,153.92527,,1,war,1.7871878,1,70.3,33,475440,36.3,17987,-3.4,7672000,11,96370,36480,69000,200000000,-932000000,7.93,9375000000,3.1,6411000000,0,52,47,55000000,1558000,0,1,8108000000,4732000000,,1534.5,4.1,25.5,14000,4812000000,3.3,50.09,2.4,6089200,9912000,62.79,529,18.5,61,,906100000,0,0,910400000,135100000000,-.32,11.4,510000,966035,22062303,2.77,27744989,36.9,987,8545,14090,45000,39080,3235000000,77589,15.3,4.61,4.3,6.3,,3/neither,179,N/A,N/A,N/A,B,N/A,B2,B-,N/A,3292,12.401178,140,.52738911,.076004341,0,0,2,2,7,6,117.6,0,0,0,0,37,56,1,1451,7.2800083,100,11000,-.8,13.3175760507584,42,,1,27,50,80,40,47,60,60,33,33,20,30,20,40,42,2.5,51.59,0,9,6,529,1842,.881,0,0,18.3,6,-24000,neither,0,0,21.6,0,-999,77.99,2,-4,3,50.885,26545864,3,51,1/Africa,0/notFree,30.1,1,2,,16,2,2,0,5.65,46,0,7.071067811865476,9.300000000000001,57,2.9,1,35
EqGuinea,saho,45,4.101717107931703,,,.0550514729827304,,2.21443685935807,6.60948257259865,53.2406210371101,6.43886058894921,33,79.40000000000001,2.6,420832.256307905,45.1669,26.24,1450,1.07214133360045,55.13387379163441,52.24744123989672,1237.2637517335,-5.57630845388924,33.7264464928224,6460,40.7759208679199,,21,81.8,6.48,,,,,,50769.97792947945,81.66475798144366,61.9669990539551,,3.528524074108,,.0000716437946649,179.6565263,,1,none,0,1,88.7,7,28051,30.7,1620,-3.3,3062000,5.6,308700,0,172000,1100000000,-738000000,7.3,1211000000,,465000000,0,61,38,0,331000,0,2,500000000,8776000000,,10179.2,-4.7,6.1,1800,6245000000,-6.9,59.7,1.2,209253,195200,65.7,301,20.3,40,,1189000000,4878000000,0,6069000000,36810000000,0,8,65000,6779,368920,2.35,836178,37.4,,0,5094,5200,0,45500000,2880,16.9,4.11,8.6,,,3/neither,181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,3,4,6,100.1,0,0,0,0,45,85,1,9850,9.1952267,0,0,-1.3,18.8326090574265,22,,0,20,20,20,20,20,40,20,20,27,20,20,20,20,22,1.2,62.21,0,8,6,301,507,4.017,1,0,4,2,79998,prod,1,0,22,0,-999,93.53,2,-6,1,45.194,1402985,2,29,1/Africa,0/notFree,24.6,0,1,,12,2,3,,7.23,45,0,3.872983346207417,,72.59999999999999,1.11,6,38
Lesotho,saho,48,4.950727159159585,495111530.478681,,5.187595365402138,4.986483097186278,9.72402849997534,37.713245215003,28.0286535158261,3.73653086374493,15,13.6,18.54,,113.831,29,2000,1.54686363496641,45.16940721798635,94.19669450549483,1831.981328109345,-.805720588882366,3.34485217737893,1380,85.6288528442383,6.98518991470337,23.3333333333333,86.40000000000001,11.35,,27.8,44.9,49.7,,7701.707560926479,79.22016095481,67.8840026855469,143,.80956647567982,1.914584494338205,.0001292329668483,76.90000546,,0,none,0,1,96.8,24,30355,23.2,5763,-6,711100,10.5,0,0,0,0,-102000000,15.05,934600000,7,847300000,0,0,100,373000000,80400,0,1,510000000,1106000000,,1248,1.2,20.3,4800,2613000000,12.5,3.66,5.3,569114,930800,75.61,544,24.7,,1.5,0,0,0,0,0,-4.75,16.6,340000,7865,2238186,-1.04,1969334,33.7,,0,5118,5000,0,657700000,5940,39.7,1.61,28.1,34.4,,1/Britain,654,N/A,N/A,N/A,B,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,3,0,7,7,113.4,0,0,0,0,106,137,0,1178,7.0715733,0,0,-.9,62.9203021526337,29,,1,27,40,40,20,80,40,20,20,40,20,30,0,0,29,5.2,69.09,1,3,7,544,138,.692,0,0,.1,1,-50234,neither,0,0,26.6,0,-999,-999,2,8,0,73.562,2142252,2,5,1/Africa,1/partFree,28.9,0,1,,10,2,2,0,4.59,48,2,3.464101615137754,29.7,28.6,12.09,3,2
Tunisia,saho,50,2.088254200200341,2049663194.48389,21.91741236944969,2.096689332057102,15.74075356426122,3.77539424242924,99.5779906525663,37.6559937453942,22.0755586165375,9,60.7,5564.86,4335325,126.305,66.7,47800,2.55607321358028,49.2984320787035,60.07896701655759,10279.56151216207,1.043045338127669,3.28641971139101,3370,95.0537796020508,6.59601020812988,22.5806451612903,16.9,.09,,.2,32.8,15.2,11.17,36645.69368217822,34.24452477506728,46.1240005493164,1732,1.11364374282179,11.94736521253014,.0000940492662831,119.2295608,,0,none,.0019473543,0,.2,29,163610,15.9,1014395,-5.8,23420000,1.6,39980,17580,39000,425000000,-4191000000,6.4,30190000000,6.6,15270000000,500000000,94,1,134000000,5768000,0,5,18440000000,13820000000,,3449.6,2.5,12,,19090000000,.5,11,6.7,7392242,4054000,76.3,43,32.7,69,2.6,5125000000,0,3851000000,1274000000,65130000000,-1.4,26.9,6500,1444631,14679917,.85,11721177,70.3,2173,13660,85340,102000,27770,5594000000,,24.7,2.06,15.5,35,,2/France,35,N/A,N/A,BB,B,N/A,B1,N/A,N/A,29,.24537556,0,0,0,0,0,1,0,2,7,57.39,0,0,2,0,33,51,0,3474,8.1530619,0,0,-.1,57.1216464042664,71,,0,73,70,100,60,100,80,60,73,73,60,50,80,40,71,6.7,14.61,0,2,7,43,14892,13.025,0,1,99.5,2,-20000,minCons,10,0,16.1,0,-999,39.46,1,7,0,74.22799999999999,11818618,3,-999,2/Muslim,1/partFree,22.8,0,1,,4,0,1,1,2.12,70,0,3.16227766016838,26,69.2,.29,2,3
Morocco,saho,50,1.336471803067447,6735496282.75754,54.64919142663551,.7009392464671473,9.185957122933944,3.15452691832883,100,32.5935414574286,24.610004637043,9,45.8,5056.77,9380951,127.953,74.3763,245800,3.09449241316458,39.10925406325738,48.03234969639584,3863.959902124889,2.481905124483006,1.58696444067816,3190,97.1357269287109,,20.5063291139241,21.4,.04,38.7501508458858,,,,,25438.71698649804,30.60921866772166,45.3059997558594,6642,1.22105092988365,22.01675709420999,.0000667216230965,128.2889279,,1,none,.0020766836,0,.1,55,716550,17.9,1552599,-3.6,55400000,2.6,0,61160,160,684000,-5075000000,4.64,51480000000,,28250000000,165000000,68,16,5289000000,8303000,0,15,28750000000,48565000000,,3272.9,3.7,30.1,,64120000000,2.8,4.69,.2,22596729,10399000,84.81,70,29.1,88,3.1,1218000000,0,1133000000,87780000,1444000000,3.17,26.1,21000,1982934,45065083,.79,35561654,65.09999999999999,2067,9504,229300,278000,66230,26270000000,57300,20.9,1.21,9.23,22.2,,2/France,97,N/A,N/A,BBB,BB+,N/A,Ba1,BBB-,N/A,54,.1462996,2,.0054185037,.000076914199,0,0,2,0,4,2,40.26,0,0,0,0,33,42,0,3069,8.0291071,0,0,-.2,42.9053366184235,75,,0,87,50,80,80,80,80,80,80,67,80,70,80,60,75,.2,19.08,0,3,7,70,26003,7.308,0,1,99.90000000000001,1,-257096,minCons,9,0,12.4,0,0,-999,1,-4,1,80.08,36910558,3,-999,2/Muslim,1/partFree,19.6,0,1,,7,1,1,0,.69,70,0,3.16227766016838,14.7,63,.5600000000000001,-999,18
